Category,Product,Scenario,Model,Base Price ($),Base Quantity,Base Cost ($),Base Elasticity,Effective Elasticity,Model R2,Model MAPE (%),Elasticity Factor Val,Elasticity Weight,Seasonality Factor Val,Seasonality Weight,Competitor Factor Val,Competitor Weight,Promotions Factor Val,Promotions Weight,Inventory Factor Val,Inventory Weight,Lifecycle Factor Val,Lifecycle Weight,Sentiment Factor Val,Sentiment Weight,Optimal Price Change (%),Base Profit ($),Optimal Profit ($),Profit Increment ($),Profit Increment (%),Base Revenue ($),Optimal Revenue ($),Optimal Price ($),Optimal Quantity
electronics,iphone_14_pro,stable,ML Modular,945.7075,383.25,930.0,-4.082876760697296,-4.159698664190191,0.5501027005660136,22.981863206385007,-4.082876760697296,0.3388163245807899,0.9781783866163484,0.1348789738343924,1.0114019902512281,0.1446910912667193,0.0,0.0,1.0,0.3816136103180985,1.0073300636658022,0.0,1.0,0.0,29.5,6019.899374999993,37692.85259467204,31672.953219672047,526.1375854753733,362442.399375,156645.67991403097,1224.6912125,127.90626593479456
electronics,iphone_14_pro,stable,ML Joint,945.7075,383.25,930.0,,0.031568431063888625,0.8468099405810007,9.17916925056073,-4.082876760697296,0.3388163245807899,0.9781783866163484,0.0,1.0114019902512281,0.0,0.0,0.0,1.0,0.0,1.0073300636658022,0.0,1.0,0.0,30.0,6019.899374999993,98787.86006887513,92767.96069387514,1541.0217831734979,362442.399375,405623.69793212187,1229.41975,329.931008455104
electronics,laptop,competitor_war,Math,962.875,95.25,800.0,-1.970863693373074,-2.0034310221953,0.19769510050847938,9.573433608369525,-1.970863693373074,0.4203327212697104,1.0,0.0,1.0165243943209932,0.14635607314326968,0.0,0.0,1.0,0.09409081938997725,1.0,0.3392203861970427,1.0,0.0,30.0,15513.84375,25437.444652898233,9923.600902898233,63.966100618347625,91713.84375,70485.6324219424,1251.7375,56.310234711305206
electronics,laptop,competitor_war,ML Modular,962.875,95.25,800.0,0.008652825084887183,0.009044752707641072,-1.7896947745328373,45.69291955764156,0.008652825084887183,0.0,0.839099240997311,0.03758459123813915,1.0219327594179932,0.38317736628935667,0.0,0.0,1.0,0.5792380424725042,1.0228606029983875,0.0,1.0,0.0,30.0,15513.84375,36190.53856940463,20676.694819404627,133.2789936046934,91713.84375,100281.81028256482,1251.7375,80.11408964145025
electronics,laptop,competitor_war,ML Joint,962.875,95.25,800.0,,0.04617194904366073,0.843177420050141,7.060953309811979,0.008652825084887183,0.0,0.839099240997311,0.0,1.0219327594179932,0.0,0.0,0.0,1.0,0.0,1.0228606029983875,0.0,1.0,0.0,30.0,15513.84375,39964.6976807072,24450.8539307072,157.6066790714403,91713.84375,110739.77866151079,1251.7375,88.46885122600449
electronics,laptop,inflation,Math,1625.6475,31.75,1020.41,-2.097219466968795,-2.1060154868232925,0.4001228656804321,8.271246294954713,-2.097219466968795,0.8172180574298529,1.0,0.0,1.0041941341824423,0.020822565943292237,0.0,0.0,1.0,0.0,1.0,0.16195937662685495,1.0,0.0,19.5,19216.290625,20120.978405417227,904.6877804172254,4.7079209930362165,51614.308125,42383.81142602754,1942.6487625000002,21.817537088631344
electronics,laptop,inflation,ML Modular,1625.6475,31.75,1020.41,-0.16642848505732388,-0.16451328063508994,-1.2454322415996084,21.049885936019898,-0.16642848505732388,0.0,1.0,0.0,1.0006922239443516,0.28295013306573696,0.0,0.0,1.0,0.717049866934263,0.9878085432454655,0.0,1.0,0.0,30.0,19216.290625,33234.68581118986,14018.39518618986,72.950578546893,51614.308125,64264.0760257172,2113.34175,30.408747674490982
electronics,laptop,inflation,ML Joint,1625.6475,31.75,1020.41,,0.03691060849142502,0.5292794993291589,7.65221945841766,-0.16642848505732388,0.0,1.0,0.0,1.0006922239443516,0.0,0.0,0.0,1.0,0.0,0.9878085432454655,0.0,1.0,0.0,30.0,19216.290625,33371.519754220346,14155.229129220344,73.66265116122193,51614.308125,64528.66426246981,2113.34175,30.533946656980493
electronics,laptop,promo_heavy,Math,1183.5675,70.25,800.0,0.48427883789033643,0.49239561410558813,0.0026687347814451368,8.018818920859157,0.48427883789033643,0.04159567533645627,1.0,0.0,1.0167605428529787,0.7281055591470484,0.0,0.0,1.0,0.0,1.0,0.23029876551649525,1.0,0.0,30.0,26945.616875000007,66573.22342782961,39627.6065528296,147.06513024608418,83145.616875,138677.0100840947,1538.63775,90.12973332033138
electronics,laptop,promo_heavy,ML Modular,1183.5675,70.25,800.0,0.005884361509833624,0.00603494514787249,-0.004007526358992708,7.836426943932887,0.005884361509833624,0.0,0.9767988967219069,0.3241080023266992,1.019542932083401,0.22928721096478422,0.0,0.03802363424345571,1.0,0.4085811524650608,1.0059316269601066,0.0,1.0,0.0,30.0,26945.616875000007,50765.729400612145,23820.112525612138,88.40069476276234,83145.616875,105748.81619855839,1538.63775,68.7288584974328
electronics,laptop,promo_heavy,ML Joint,1183.5675,70.25,800.0,,0.00023432707962900423,-35.14995101406329,27.57246161490437,0.005884361509833624,0.0,0.9767988967219069,0.0,1.019542932083401,0.0,0.0,0.0,1.0,0.0,1.0059316269601066,0.0,1.0,0.0,30.0,26945.616875000007,1286.7415519389317,-25658.875323061075,-95.22467213161944,83145.616875,2680.3790170578554,1538.63775,1.7420468313986546
electronics,laptop,stable,Math,1127.9875000000002,71.25,800.0,-2.391981587633107,-2.4397905639365596,0.9462174166797002,9.14482146137586,-2.391981587633107,0.940834749599764,1.0,0.0,1.0199871840781016,0.029625081994000955,0.0,0.0,1.0,0.0,1.0,0.02954016840623518,1.0,0.0,20.0,23369.109375000015,25280.375804668405,1911.2664296683906,8.178601927008138,80369.10937500001,61813.70066667643,1353.5850000000003,45.666656077510034
electronics,laptop,stable,ML Modular,1127.9875000000002,71.25,800.0,-2.1055324497440964,-2.1610383200644026,0.7497678604678057,8.498831479562318,-2.1055324497440964,0.47107103987491095,0.9996189298361772,0.2150026710480371,1.0229349002583035,0.13304827088590362,0.0,0.0,1.0,0.18087801819114838,1.0033501800501703,0.0,1.0,0.0,30.0,23369.109375000015,26922.02901188628,3552.919636886265,15.203487560750323,80369.10937500001,59242.17969009387,1466.3837500000002,40.40018834775949
electronics,laptop,stable,ML Joint,1127.9875000000002,71.25,800.0,,0.11267814659721154,0.7723560905198672,6.129807437075815,-2.1055324497440964,0.47107103987491095,0.9996189298361772,0.0,1.0229349002583035,0.0,0.0,0.0,1.0,0.0,1.0033501800501703,0.0,1.0,0.0,30.0,23369.109375000015,43904.86850058927,20535.759125589255,87.8756601120544,80369.10937500001,96613.07874802013,1466.3837500000002,65.88526280928858
electronics,mobile_phone,competitor_war,Math,640.49,317.75,500.0,-3.557134791510922,-3.6084329074164048,0.23625632633447968,16.452376019375166,-3.557134791510922,0.7174861305116697,1.0,0.0,1.0144211897811422,0.09192683442425567,0.0,0.0,1.0,0.15780990283792923,1.0,0.03277713222614545,1.0,0.0,8.0,44640.6975,46149.440503923506,1508.7430039235041,3.3797478274695507,203515.6975,166500.01961217483,691.7292000000001,240.70115821650265
electronics,mobile_phone,competitor_war,ML Modular,640.49,317.75,500.0,0.008143635859436671,0.008618049010148747,-1.8306228820467925,83.56421499309786,0.008143635859436671,0.0,0.8457176481565938,0.09322330933426375,1.0226085203013577,0.2713565456860005,0.0,0.0,1.0,0.5784914799726047,1.0348590609340473,0.05692866500713097,1.0,0.0,30.0,44640.6975,89590.8129049301,44950.115404930104,100.69312963788279,203515.6975,224258.352753068,832.6370000000001,269.3350796962758
electronics,mobile_phone,competitor_war,ML Joint,640.49,317.75,500.0,,0.035498746855822105,0.7262713250488252,11.09721327602935,0.008143635859436671,0.0,0.8457176481565938,0.0,1.0226085203013577,0.0,0.0,0.0,1.0,0.0,1.0348590609340473,0.0,1.0,0.0,30.0,44640.6975,100878.55070001297,56237.85320001297,125.97888552259508,203515.6975,252513.14141002562,832.6370000000001,303.2691814200253
electronics,mobile_phone,inflation,Math,1078.945,63.25,637.7574999999999,-2.077631909451557,-2.053284041279552,0.21545761632847948,12.008173580848732,-2.077631909451557,0.36404730428709875,1.0,0.0,1.0070113633100068,0.04138902771189517,0.0,0.0,1.0,0.0,1.0,0.2377601230164985,0.9814,0.3568035449845076,15.0,27905.109375,28626.54933877611,721.4399637761089,2.5853328653226573,68243.27124999999,58901.69194574669,1240.7867499999998,47.47124511584823
electronics,mobile_phone,inflation,ML Modular,1078.945,63.25,637.7574999999999,0.007351735275218374,0.007224071901261682,-1.6253799363118464,28.689132649296596,0.007351735275218374,0.0,1.0,0.0,1.0042022589046118,0.16295458638321797,0.0,0.0,1.0,0.7382815351006471,0.9785229265448656,0.09876387851613494,1.0,0.0,30.0,27905.109375,48469.870548212275,20564.761173212275,73.69532545762428,68243.27124999999,88884.55938613591,1402.6285,63.36999382668747
electronics,mobile_phone,inflation,ML Joint,1078.945,63.25,637.7574999999999,,0.09291629855834316,0.5138822252136346,10.42195985093614,0.007351735275218374,0.0,1.0,0.0,1.0042022589046118,0.0,0.0,0.0,1.0,0.0,0.9785229265448656,0.0,1.0,0.0,30.0,27905.109375,44979.38401994382,17074.27464494382,61.18691174255188,68243.27124999999,82483.66840789854,1402.6285,58.80649680788501
electronics,mobile_phone,promo_heavy,Math,792.8000000000001,202.25,500.0,-5.226108399734471,-5.312774395648267,0.44952036530968087,10.695583505836465,-5.226108399734471,0.8821026588484224,1.0,0.0,1.016583275601057,0.029835869737850008,0.0,0.0,1.0,0.0,1.0,0.08806147141372755,1.0,0.0,-22.5,59218.80000000001,101069.96256185912,41851.16256185911,70.67208819134989,160343.80000000002,542732.0957634806,614.4200000000001,883.324266403243
electronics,mobile_phone,promo_heavy,ML Modular,792.8000000000001,202.25,500.0,0.009572867926355144,0.009854107488720133,-0.04264964344064315,10.539869180274616,0.009572867926355144,0.0,0.9932433893463238,0.31333512114999323,1.0197022013898907,0.12298533245516244,0.0,0.01861832066890043,1.0,0.5335904293165621,1.0094896514475313,0.011470796409381761,1.0,0.0,30.0,59218.80000000001,106872.75572248876,47653.95572248875,80.47099185138627,160343.80000000002,207574.50806163464,1030.64,201.40350467829177
electronics,mobile_phone,promo_heavy,ML Joint,792.8000000000001,202.25,500.0,,0.00018741466611960078,-34.37236255777034,30.63638341250187,0.009572867926355144,0.0,0.9932433893463238,0.0,1.0197022013898907,0.0,0.0,0.0,1.0,0.0,1.0094896514475313,0.0,1.0,0.0,30.0,59218.80000000001,1325.268132477381,-57893.53186752263,-97.76208208799,160343.80000000002,2574.01316910992,1030.64,2.4974900732650775
electronics,mobile_phone,stable,Math,756.6225000000001,182.75,500.0,-3.4868880136592324,-3.5457902116470894,0.9585370465009097,13.918928075282471,-3.4868880136592324,0.8746750993305746,1.0,0.0,1.0168924834285238,0.0750791226057757,0.0,0.0,1.0,0.0,1.0,0.05024577806364957,1.0,0.0,-8.0,46897.76187500001,48163.670801605884,1265.9089266058727,2.69929496844645,138272.761875,170972.09457670274,696.0927,245.61684755019374
electronics,mobile_phone,stable,ML Modular,756.6225000000001,182.75,500.0,-3.5281969128106994,-3.6151722831729556,0.6637859877431098,13.670475183110481,-3.5281969128106994,0.4421176860840133,0.9697214185512101,0.16296120204665757,1.0140238143403348,0.19612628053202746,0.0,0.0,1.0,0.19879483133730175,1.0104807129367066,0.0,1.0,0.0,-8.5,46897.76187500001,46986.6737167017,88.91184170168708,0.18958653493672092,138272.761875,169150.8214524501,692.3095875000001,244.32829547149677
electronics,mobile_phone,stable,ML Joint,756.6225000000001,182.75,500.0,,0.03529525489742724,0.6899516928541367,9.837641830328717,-3.5281969128106994,0.4421176860840133,0.9697214185512101,0.0,1.0140238143403348,0.0,0.0,0.0,1.0,0.0,1.0104807129367066,0.0,1.0,0.0,30.0,46897.76187500001,84073.71071882789,37175.94884382788,79.27019831546677,138272.761875,170996.89376260535,983.6092500000001,173.84636608755494
fmcg,face_wash,competitor_war,Math,6.375,635.75,3.8,-0.9094656924970157,-0.9248803652512023,0.019525082831511664,34.17014896233134,-0.9094656924970157,0.07452610819055623,1.0,0.0,1.0169491525423728,0.3440100956981827,0.0,0.0,1.0,0.0,1.0,0.5814637961112611,1.0,0.0,30.0,1637.05625,2238.24107354734,601.1848235473399,36.72352880649885,4052.90625,4133.576133041466,8.2875,498.7723840774017
fmcg,face_wash,competitor_war,ML Modular,6.375,635.75,3.8,-0.09137911183731973,-0.0945649060907486,-1.2417508379707543,51.21345603397567,-0.09137911183731973,0.0,0.8347724531003995,0.30773908015289725,1.025678798138536,0.15715235321250612,0.0,0.0,1.0,0.49141379745858677,1.008954739461129,0.043694769176009826,1.0,0.0,30.0,1637.05625,2323.185547252773,686.1292972527731,41.91238372247582,4052.90625,4290.451303143701,8.2875,517.7015147081389
fmcg,face_wash,competitor_war,ML Joint,6.375,635.75,3.8,,0.04560296519340312,0.35167573742760994,12.386990693178536,-0.09137911183731973,0.0,0.8347724531003995,0.0,1.025678798138536,0.0,0.0,0.0,1.0,0.0,1.008954739461129,0.0,1.0,0.0,30.0,1637.05625,2813.57506559527,1176.51881559527,71.86795295490121,4052.90625,5196.101026433605,8.2875,626.9805160100881
fmcg,face_wash,inflation,Math,10.764999999999999,363.75,4.8475,2.6266230091292755,2.596916953545227,0.13266669278282706,30.271740523155426,2.6266230091292755,0.15518357933067078,1.0,0.0,1.0074285714285713,0.13971004311661378,0.0,0.0,1.0,0.0,1.0,0.27332022936410644,0.9814,0.431786148188609,30.0,2152.4906249999995,6576.32252667146,4423.83190167146,205.5215409670582,3915.7687499999997,10061.478692413222,13.994499999999999,718.9594978322358
fmcg,face_wash,inflation,ML Modular,10.764999999999999,363.75,4.8475,0.2363472741402582,0.23362645493892728,-14.027511034326395,44.870410386810924,0.2363472741402582,0.0,1.0,0.0,1.0039102188190652,0.32976810158454445,0.0,0.0,1.0,0.5496793598913696,0.9846378952996713,0.12055253852408594,1.0,0.0,30.0,2152.4906249999995,3537.5440995233,1385.0534745233003,64.3465508484294,3915.7687499999997,5412.283907377153,13.994499999999999,386.7436426722751
fmcg,face_wash,inflation,ML Joint,10.764999999999999,363.75,4.8475,,0.019862598392705877,0.6885162259754638,8.113374784604712,0.2363472741402582,0.0,1.0,0.0,1.0039102188190652,0.0,0.0,0.0,1.0,0.0,0.9846378952996713,0.0,1.0,0.0,30.0,2152.4906249999995,3004.055553632205,851.5649286322055,39.561841465962516,3915.7687499999997,4596.070344955275,13.994499999999999,328.419760974331
fmcg,face_wash,promo_heavy,Math,7.9025,576.25,3.8,-2.257418479429443,-2.3035123646115108,0.5872896546069061,33.655393214911996,-2.257418479429443,0.7848144724156563,1.0,0.0,1.0204188481675394,0.016089065728658467,0.0,0.0,1.0,0.052041537812631766,1.0,0.14705492404305348,1.0,0.0,-15.0,2364.065625,2755.9218970766924,391.8562720766922,16.575524297329615,4553.815625,6345.930281664748,6.717124999999999,944.7390485758042
fmcg,face_wash,promo_heavy,ML Modular,7.9025,576.25,3.8,-2.7313545939939843,-2.855974850468112,-0.06316928753866469,32.9662935588669,-2.7313545939939843,0.0,0.9074968901044923,0.47597676433393143,1.0312848210963825,0.11469656575782598,0.0,0.0,1.0,0.4093266699082426,1.013905940643014,0.0,1.0,0.0,-26.0,2364.065625,2530.6095694079963,166.54394440799615,7.044810543615773,4553.815625,7226.420475358326,5.84785,1235.7397120921921
fmcg,face_wash,promo_heavy,ML Joint,7.9025,576.25,3.8,,-0.005219447839266422,0.7892631649900728,8.518407788985796,-2.7313545939939843,0.0,0.9074968901044923,0.0,1.0312848210963825,0.0,0.0,0.0,1.0,0.0,1.013905940643014,0.0,1.0,0.0,30.0,2364.065625,4213.797766404023,1849.7321414040225,78.24368840877767,4553.815625,6687.428711035434,10.27325,650.9555117451083
fmcg,face_wash,stable,Math,7.5625,537.25,3.8,-2.3225476418888924,-2.355188851991115,0.6359848560904706,28.272827611661004,-2.3225476418888924,0.9545221250355389,1.0,0.0,1.0140540540540541,0.000571414198252315,0.0,0.0,1.0,0.0,1.0,0.04490646076620881,1.0,0.0,-12.5,2021.403125,2072.880012504035,51.476887504035176,2.546591863215566,4062.953125,4868.911177456788,6.6171875,735.7976749875666
fmcg,face_wash,stable,ML Modular,7.5625,537.25,3.8,-1.981716797516242,-2.065169031072263,-0.02456865252224638,28.00768154627326,-1.981716797516242,0.0,0.9445054957398384,0.47699243839725836,1.0178787857299354,0.10300072154863142,0.0,0.0,1.0,0.41710141486453944,1.0238066595789381,0.002905425189570693,1.0,0.0,-2.5,2021.403125,1910.6204912154808,-110.78263378451925,-5.480481968905596,4062.953125,3942.3778303654803,7.3734375,534.672983986842
fmcg,face_wash,stable,ML Joint,7.5625,537.25,3.8,,0.021471592988042687,0.21515598094437072,14.320649902699731,-1.981716797516242,0.0,0.9445054957398384,0.0,1.0178787857299354,0.0,0.0,0.0,1.0,0.0,1.0238066595789381,0.0,1.0,0.0,30.0,2021.403125,3146.4351486027454,1125.0320236027453,55.655995070391775,4062.953125,5128.852319950382,9.83125,521.6887293020095
fmcg,fiama_body_wash,competitor_war,Math,160.685,1337.75,120.0,-2.282034574785243,-2.314656744571069,0.16622292282031037,13.928851118128188,-2.282034574785243,0.37438564966327564,1.0,0.0,1.0142952127659575,0.32108678003597013,0.0,0.0,1.0,0.13987257754691165,1.0,0.1646549927538426,1.0,0.0,30.0,54426.35875,64787.40123650709,10361.042486507089,19.036809965735745,214956.35875,152248.80766780008,208.8905,728.8450535941083
fmcg,fiama_body_wash,competitor_war,ML Modular,160.685,1337.75,120.0,0.018405395711074135,0.01916294478713321,-1.724468789111255,54.174420484372355,0.018405395711074135,0.0,0.8732060461261093,0.117686187478159,1.018255027629737,0.35566725519101977,0.0,0.0,1.0,0.49640386420417665,1.0224934299234743,0.030242693126644425,1.0,0.0,30.0,54426.35875,104359.14996979157,49932.79121979157,91.74376601078714,214956.35875,245241.4489373414,208.8905,1174.0191580629153
fmcg,fiama_body_wash,competitor_war,ML Joint,160.685,1337.75,120.0,,0.06371733859644735,0.7315779819383023,8.66400035555995,0.018405395711074135,0.0,0.8732060461261093,0.0,1.018255027629737,0.0,0.0,0.0,1.0,0.0,1.0224934299234743,0.0,1.0,0.0,30.0,54426.35875,121860.13648236514,67433.77773236514,123.89911668005007,214956.35875,286368.33902238705,208.8905,1370.9016878335158
fmcg,fiama_body_wash,inflation,Math,267.6325,460.0,153.06,-0.24546927558816378,-0.24139394520529933,0.004299105456198271,16.557667118879678,-0.24546927558816378,0.006435635689307266,1.0,0.0,1.0020356617785653,0.14439766654717087,0.0,0.0,1.0,0.0,1.0,0.30856947638237725,0.9814,0.5405972213811446,30.0,52703.35,84135.6993897293,31432.3493897293,59.64013556961617,123110.95,150222.43578219097,347.92225,431.77013192513834
fmcg,fiama_body_wash,inflation,ML Modular,267.6325,460.0,153.06,0.01634549319939893,0.016192694549315594,-0.7998718805326888,18.632903316940826,0.01634549319939893,0.0,1.0,0.0,1.0012051359586294,0.22965649871790014,0.0,0.0,1.0,0.745760159075609,0.9894595068344267,0.024583342206490867,1.0,0.0,30.0,52703.35,90018.25594361892,37314.90594361892,70.80177245586651,123110.95,160725.61077879256,347.92225,461.95841392377906
fmcg,fiama_body_wash,inflation,ML Joint,267.6325,460.0,153.06,,0.04077362599019807,0.3650157899338826,9.474105209229842,0.01634549319939893,0.0,1.0,0.0,1.0012051359586294,0.0,0.0,0.0,1.0,0.0,0.9894595068344267,0.0,1.0,0.0,30.0,52703.35,84510.63513496381,31807.285134963815,60.35154337430887,123110.95,150891.8752866995,347.92225,433.69423854524825
fmcg,fiama_body_wash,promo_heavy,Math,196.79500000000002,1020.0,120.0,-1.502819614471953,-1.5211865608531965,0.01882930150333173,14.765882838272185,-1.502819614471953,0.12136353551046303,1.0,0.0,1.0122216573462126,0.2764400022932746,0.0,0.0,1.0,0.20285248302176895,1.0,0.39934397917449344,1.0,0.0,30.0,78330.90000000002,104808.02019538687,26477.120195386844,33.80162898088345,200730.90000000002,197399.0409925129,255.83350000000004,771.5918399760503
fmcg,fiama_body_wash,promo_heavy,ML Modular,196.79500000000002,1020.0,120.0,0.017513791940704238,0.01809239351380614,-0.2866913842821819,14.891792807263677,0.017513791940704238,0.0,0.9907009231335293,0.31025932296965614,1.026963392380225,0.16047000966608096,0.0,0.05519588204330597,1.0,0.46461156497851186,1.0059140549217442,0.009463220342445147,1.0,0.0,30.0,78330.90000000002,137914.88404890665,59583.98404890663,76.06702342103385,200730.90000000002,259753.65052307385,255.83350000000004,1015.3230539513934
fmcg,fiama_body_wash,promo_heavy,ML Joint,196.79500000000002,1020.0,120.0,,0.002588677375792159,-60.60648346670937,30.270666814994172,0.017513791940704238,0.0,0.9907009231335293,0.0,1.026963392380225,0.0,0.0,0.0,1.0,0.0,1.0059140549217442,0.0,1.0,0.0,30.0,78330.90000000002,580.3308747342087,-77750.56912526581,-99.25912906051863,200730.90000000002,1093.0151902241653,255.83350000000004,4.272369295749638
fmcg,fiama_body_wash,stable,Math,187.2975,997.25,120.0,-2.9618444723710216,-3.0157655283199136,0.9102446999018807,14.182375640706764,-2.9618444723710216,0.9613382010606626,1.0,0.0,1.0182052286849914,0.015957739907956882,0.0,0.0,1.0,0.0,1.0,0.02270405903138058,1.0,0.0,-4.0,67112.43187500001,67454.62015124723,342.18827624722326,0.5098731586490036,186782.431875,202802.38721904135,179.8056,1127.8980588982843
fmcg,fiama_body_wash,stable,ML Modular,187.2975,997.25,120.0,-2.302380817919225,-2.3842018401258867,0.654683913723495,14.104591973812722,-2.302380817919225,0.35175513071668363,0.9231711974568372,0.35107771577457497,1.0265853816532413,0.08186916718414695,0.0,0.0,1.0,0.21529798632459438,1.0087203555491093,0.0,1.0,0.0,10.5,67112.43187500001,63101.55543438138,-4010.876440618631,-5.976353901299647,186782.431875,150174.47651399532,206.9637375,725.6076756634496
fmcg,fiama_body_wash,stable,ML Joint,187.2975,997.25,120.0,,0.07300345942162778,0.5701192137536566,8.696076593232402,-2.302380817919225,0.35175513071668363,0.9231711974568372,0.0,1.0265853816532413,0.0,0.0,0.0,1.0,0.0,1.0087203555491093,0.0,1.0,0.0,30.0,67112.43187500001,109501.7235611322,42389.29168613219,63.16160881352681,186782.431875,215911.57585164806,243.48675000000003,886.7487690876322
fmcg,ghevar,competitor_war,Math,11.995000000000001,343.5,6.0,-2.0081711290441184,-2.2089882419485303,0.01603386954185404,150.71737542909707,-2.0081711290441184,0.6342605745060371,1.0,0.0,1.1,8.783540262572908e-15,0.0,0.0,1.0,0.0,1.0,0.3657394254939541,1.0,0.0,-8.5,2059.2825000000003,2079.587867329398,20.30536732939754,0.9860408821712192,4120.2825,4587.419299614356,10.975425000000001,417.97190538082623
